"Date","year","month","Local.Site.Name","County","meanlatitude","meanlongitude","PM2.5","Ozone"
2025-06-28,2025,6,"Millbrook School","Wake",35.856111,-78.574167,54,42
2025-06-28,2025,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,42,38
2025-06-28,2025,6,"West Johnston Co.","Johnston",35.59095,-78.4622,52,39
2025-06-29,2025,6,"Bryson City","Swain",35.434767,-83.442133,27,32
2025-06-29,2025,6,"Castle Hayne","New Hanover",34.364167,-77.838611,33.5,34
2025-06-29,2025,6,"Clemmons Middle","Forsyth",36.026612,-80.341962,39,42
2025-06-29,2025,6,"Durham Armory","Durham",36.0329550008979,-78.904037,49.5,41
2025-06-29,2025,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,37
2025-06-29,2025,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,39,50
2025-06-29,2025,6,"Hattie Avenue","Forsyth",36.11094,-80.224501,41,46
2025-06-29,2025,6,"Leggett","Edgecombe",35.988278,-77.5843,57,42
2025-06-29,2025,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,46,38
2025-06-29,2025,6,"Millbrook School","Wake",35.856111,-78.574167,54,40
2025-06-29,2025,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,49,33
2025-06-29,2025,6,"West Johnston Co.","Johnston",35.59095,-78.4622,53,39
2025-06-30,2025,6,"Bryson City","Swain",35.434767,-83.442133,31,31
2025-06-30,2025,6,"Castle Hayne","New Hanover",34.364167,-77.838611,40,30
2025-06-30,2025,6,"Clemmons Middle","Forsyth",36.026612,-80.341962,50.5,41
2025-06-30,2025,6,"Durham Armory","Durham",36.0329550008979,-78.904037,55.5,39
2025-06-30,2025,6,"Frying Pan Mountain","Haywood",35.379167,-82.7925,31,33
2025-06-30,2025,6,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,49,42
2025-06-30,2025,6,"Hattie Avenue","Forsyth",36.11094,-80.224501,53,44
2025-06-30,2025,6,"Leggett","Edgecombe",35.988278,-77.5843,55,37
2025-06-30,2025,6,"Mendenhall School","Guilford",36.1090060008986,-79.802314,53,38
2025-06-30,2025,6,"Millbrook School","Wake",35.856111,-78.574167,52.5,37
2025-06-30,2025,6,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,48,31
2025-06-30,2025,6,"West Johnston Co.","Johnston",35.59095,-78.4622,53,34
2025-07-01,2025,7,"Bryson City","Swain",35.434767,-83.442133,30,27
2025-07-01,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,39,30
2025-07-01,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,43,48
2025-07-01,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,42,38
2025-07-01,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,30
2025-07-01,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,46,40
2025-07-01,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,44,49
2025-07-01,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,45,36
2025-07-01,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,31
2025-07-01,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,54,40
2025-07-01,2025,7,"Millbrook School","Wake",35.856111,-78.574167,47,37
2025-07-01,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,43,31
2025-07-01,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,41,36
2025-07-02,2025,7,"Bryson City","Swain",35.434767,-83.442133,29,43
2025-07-02,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,39,25
2025-07-02,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,26,34
2025-07-02,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,25.5,26
2025-07-02,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
2025-07-02,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,26,40
2025-07-02,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,26,32
2025-07-02,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,47,27
2025-07-02,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,42
2025-07-02,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,29,30
2025-07-02,2025,7,"Millbrook School","Wake",35.856111,-78.574167,32,25
2025-07-02,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,42,27
2025-07-02,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,39,24
2025-07-03,2025,7,"Bryson City","Swain",35.434767,-83.442133,53,41
2025-07-03,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,42.5,31
2025-07-03,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,47,54
2025-07-03,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,32.5,44
2025-07-03,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,29,51
2025-07-03,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,40,51
2025-07-03,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,52,49
2025-07-03,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,36,43
2025-07-03,2025,7,"Linville Falls","Avery",35.972347,-81.933072,31,45
2025-07-03,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,38,44
2025-07-03,2025,7,"Millbrook School","Wake",35.856111,-78.574167,42.5,44
2025-07-03,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,39,35
2025-07-03,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,33,40
2025-07-04,2025,7,"Bryson City","Swain",35.434767,-83.442133,58,37
2025-07-04,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,44,39
2025-07-04,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,66,50
2025-07-04,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,60.5,48
2025-07-04,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,43
2025-07-04,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,68,47
2025-07-04,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,70,50
2025-07-04,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,54,50
2025-07-04,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,45
2025-07-04,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,58,43
2025-07-04,2025,7,"Millbrook School","Wake",35.856111,-78.574167,64,47
2025-07-04,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,56,45
2025-07-04,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,60,51
2025-07-05,2025,7,"Bryson City","Swain",35.434767,-83.442133,57,40
2025-07-05,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,40,32
2025-07-05,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,70,47
2025-07-05,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,61.5,47
2025-07-05,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,45
2025-07-05,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,61,45
2025-07-05,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,66,48
2025-07-05,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,53,44
2025-07-05,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,41
2025-07-05,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,61,42
2025-07-05,2025,7,"Millbrook School","Wake",35.856111,-78.574167,58,46
2025-07-05,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,47,38
2025-07-05,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,58,45
2025-07-06,2025,7,"Bryson City","Swain",35.434767,-83.442133,54,35
2025-07-06,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,28.5,30
2025-07-06,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,42.5,19
2025-07-06,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,20.5,21
2025-07-06,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,45,41
2025-07-06,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,36,27
2025-07-06,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,46.5,19
2025-07-06,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,31,26
2025-07-06,2025,7,"Linville Falls","Avery",35.972347,-81.933072,38,39
2025-07-06,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,41,17
2025-07-06,2025,7,"Millbrook School","Wake",35.856111,-78.574167,24.5,22
2025-07-06,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,20,23
2025-07-06,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,18,NA
2025-07-07,2025,7,"Bryson City","Swain",35.434767,-83.442133,53,35
2025-07-07,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,30,32
2025-07-07,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,51,41
2025-07-07,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,38,38
2025-07-07,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,36
2025-07-07,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,48,54
2025-07-07,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,51,41
2025-07-07,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,39,37
2025-07-07,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,37
2025-07-07,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,52,43
2025-07-07,2025,7,"Millbrook School","Wake",35.856111,-78.574167,48,33
2025-07-07,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,40,33
2025-07-07,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,50,NA
2025-07-08,2025,7,"Bryson City","Swain",35.434767,-83.442133,52,31
2025-07-08,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,30,31
2025-07-08,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,60,50
2025-07-08,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,55.5,41
2025-07-08,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,36
2025-07-08,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,58,80
2025-07-08,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,60,58
2025-07-08,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,55,36
2025-07-08,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,35
2025-07-08,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,60,48
2025-07-08,2025,7,"Millbrook School","Wake",35.856111,-78.574167,57,41
2025-07-08,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,45,27
2025-07-08,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,55,NA
2025-07-09,2025,7,"Bryson City","Swain",35.434767,-83.442133,44,30
2025-07-09,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,27.5,20
2025-07-09,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,53,49
2025-07-09,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,42,39
2025-07-09,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,42,35
2025-07-09,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,52,48
2025-07-09,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,54.5,50
2025-07-09,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,38,31
2025-07-09,2025,7,"Linville Falls","Avery",35.972347,-81.933072,39,32
2025-07-09,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,54,41
2025-07-09,2025,7,"Millbrook School","Wake",35.856111,-78.574167,45,34
2025-07-09,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,29,26
2025-07-09,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,39,NA
2025-07-10,2025,7,"Bryson City","Swain",35.434767,-83.442133,27,27
2025-07-10,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,32.5,35
2025-07-10,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,31,35
2025-07-10,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,27,37
2025-07-10,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,33
2025-07-10,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,40,54
2025-07-10,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,26,38
2025-07-10,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,38,38
2025-07-10,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,29
2025-07-10,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,31,41
2025-07-10,2025,7,"Millbrook School","Wake",35.856111,-78.574167,33,39
2025-07-10,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,32,33
2025-07-10,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,41,35
2025-07-11,2025,7,"Bryson City","Swain",35.434767,-83.442133,22,28
2025-07-11,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,27,34
2025-07-11,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,43,40
2025-07-11,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,28,37
2025-07-11,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,36
2025-07-11,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,28,44
2025-07-11,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,41,48
2025-07-11,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,48,42
2025-07-11,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,25
2025-07-11,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,44,44
2025-07-11,2025,7,"Millbrook School","Wake",35.856111,-78.574167,47,46
2025-07-11,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,36,33
2025-07-11,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,41,35
2025-07-12,2025,7,"Bryson City","Swain",35.434767,-83.442133,29,28
2025-07-12,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,38.5,34
2025-07-12,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,39.5,42
2025-07-12,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,38.5,44
2025-07-12,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,19,34
2025-07-12,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,26.5,48
2025-07-12,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,46.5,47
2025-07-12,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,54,39
2025-07-12,2025,7,"Linville Falls","Avery",35.972347,-81.933072,27,28
2025-07-12,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,46,43
2025-07-12,2025,7,"Millbrook School","Wake",35.856111,-78.574167,53.5,41
2025-07-12,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,52,35
2025-07-12,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,55,36
2025-07-13,2025,7,"Bryson City","Swain",35.434767,-83.442133,33,22
2025-07-13,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,36,31
2025-07-13,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,42,33
2025-07-13,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,34.5,35
2025-07-13,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,29
2025-07-13,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,39,36
2025-07-13,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,44,33
2025-07-13,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,49,36
2025-07-13,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,24
2025-07-13,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,38,31
2025-07-13,2025,7,"Millbrook School","Wake",35.856111,-78.574167,51,31
2025-07-13,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,43,30
2025-07-13,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,42,32
2025-07-14,2025,7,"Bryson City","Swain",35.434767,-83.442133,21,23
2025-07-14,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,20.5,28
2025-07-14,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,39,36
2025-07-14,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,32,36
2025-07-14,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,29
2025-07-14,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,37,71
2025-07-14,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,41,45
2025-07-14,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,41,34
2025-07-14,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,28
2025-07-14,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,37,39
2025-07-14,2025,7,"Millbrook School","Wake",35.856111,-78.574167,49,40
2025-07-14,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,30,29
2025-07-14,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,38,36
2025-07-15,2025,7,"Bryson City","Swain",35.434767,-83.442133,28,26
2025-07-15,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,23,31
2025-07-15,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,39,42
2025-07-15,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,20.5,30
2025-07-15,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,22,24
2025-07-15,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,35.5,37
2025-07-15,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,39,43
2025-07-15,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,31,32
2025-07-15,2025,7,"Linville Falls","Avery",35.972347,-81.933072,28,25
2025-07-15,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,33,34
2025-07-15,2025,7,"Millbrook School","Wake",35.856111,-78.574167,34,31
2025-07-15,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,24,31
2025-07-15,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,26,31
2025-07-16,2025,7,"Bryson City","Swain",35.434767,-83.442133,25,31
2025-07-16,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,33.5,13
2025-07-16,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,31,39
2025-07-16,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,29,33
2025-07-16,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,32
2025-07-16,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,24,36
2025-07-16,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,32,40
2025-07-16,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,46,32
2025-07-16,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,34
2025-07-16,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,37,40
2025-07-16,2025,7,"Millbrook School","Wake",35.856111,-78.574167,38,33
2025-07-16,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,37,24
2025-07-16,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,28,NA
2025-07-17,2025,7,"Bryson City","Swain",35.434767,-83.442133,32,29
2025-07-17,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,24.5,19
2025-07-17,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,39,35
2025-07-17,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,37.5,31
2025-07-17,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,35
2025-07-17,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,36,33
2025-07-17,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,38,36
2025-07-17,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,44,31
2025-07-17,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,31
2025-07-17,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,39,35
2025-07-17,2025,7,"Millbrook School","Wake",35.856111,-78.574167,43,30
2025-07-17,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,36,30
2025-07-17,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,47,27
2025-07-18,2025,7,"Bryson City","Swain",35.434767,-83.442133,27,26
2025-07-18,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,26.5,24
2025-07-18,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,37,34
2025-07-18,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,30.5,40
2025-07-18,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,19,32
2025-07-18,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,41,33
2025-07-18,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,33.5,38
2025-07-18,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,47,44
2025-07-18,2025,7,"Linville Falls","Avery",35.972347,-81.933072,20,28
2025-07-18,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,39,40
2025-07-18,2025,7,"Millbrook School","Wake",35.856111,-78.574167,42.5,37
2025-07-18,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,36,34
2025-07-18,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,39,35
2025-07-19,2025,7,"Bryson City","Swain",35.434767,-83.442133,20,27
2025-07-19,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,30.5,28
2025-07-19,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,23,31
2025-07-19,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,25,33
2025-07-19,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,28
2025-07-19,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,26,42
2025-07-19,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,23,32
2025-07-19,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,42,37
2025-07-19,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,29
2025-07-19,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,28,36
2025-07-19,2025,7,"Millbrook School","Wake",35.856111,-78.574167,42,31
2025-07-19,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,47,31
2025-07-19,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,43,34
2025-07-20,2025,7,"Bryson City","Swain",35.434767,-83.442133,34,28
2025-07-20,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,38,31
2025-07-20,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,37,31
2025-07-20,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,30.5,31
2025-07-20,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,29
2025-07-20,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,36,36
2025-07-20,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,36,30
2025-07-20,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,40,35
2025-07-20,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,31
2025-07-20,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,33,31
2025-07-20,2025,7,"Millbrook School","Wake",35.856111,-78.574167,39,34
2025-07-20,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,37,31
2025-07-20,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,43,33
2025-07-21,2025,7,"Bryson City","Swain",35.434767,-83.442133,41,27
2025-07-21,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,47.5,31
2025-07-21,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,41,31
2025-07-21,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,32,34
2025-07-21,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,39,31
2025-07-21,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,51.5,40
2025-07-21,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,45.5,32
2025-07-21,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,53,38
2025-07-21,2025,7,"Linville Falls","Avery",35.972347,-81.933072,47,30
2025-07-21,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,36,32
2025-07-21,2025,7,"Millbrook School","Wake",35.856111,-78.574167,45.5,36
2025-07-21,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,48,35
2025-07-21,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,49,44
2025-07-22,2025,7,"Bryson City","Swain",35.434767,-83.442133,37,23
2025-07-22,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,46,29
2025-07-22,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,49,44
2025-07-22,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,45,44
2025-07-22,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,30
2025-07-22,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,39,32
2025-07-22,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,52,44
2025-07-22,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,42,44
2025-07-22,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,31
2025-07-22,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,45,36
2025-07-22,2025,7,"Millbrook School","Wake",35.856111,-78.574167,52,44
2025-07-22,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,33,41
2025-07-22,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,44,44
2025-07-23,2025,7,"Bryson City","Swain",35.434767,-83.442133,41,31
2025-07-23,2025,7,"Castle Hayne","New Hanover",34.364167,-77.838611,35,31
2025-07-23,2025,7,"Clemmons Middle","Forsyth",36.026612,-80.341962,59,67
2025-07-23,2025,7,"Durham Armory","Durham",36.0329550008979,-78.904037,55,41
2025-07-23,2025,7,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,39
2025-07-23,2025,7,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,52,49
2025-07-23,2025,7,"Hattie Avenue","Forsyth",36.11094,-80.224501,59,51
2025-07-23,2025,7,"Leggett","Edgecombe",35.988278,-77.5843,44,NA
2025-07-23,2025,7,"Linville Falls","Avery",35.972347,-81.933072,NA,39
2025-07-23,2025,7,"Mendenhall School","Guilford",36.1090060008986,-79.802314,53,42
2025-07-23,2025,7,"Millbrook School","Wake",35.856111,-78.574167,55,41
2025-07-23,2025,7,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,55,35
2025-07-23,2025,7,"West Johnston Co.","Johnston",35.59095,-78.4622,48,39
2025-07-24,2025,7,"Bryson City","Swain",35.434767,-83.442133,53,37
